Initial Auc,Initial F1_score,Initial Accuracy,Initial Mcc,Initial Precision,Initial Recall,Initial Loss,Augmented Auc,Augmented F1_score,Augmented Accuracy,Augmented Mcc,Augmented Precision,Augmented Recall,Augmented Loss,Model,Prefix Length,Augmentation Factor,Simulation
0.8747058823529411,0.7661375661375662,0.8547008547008547,0.5645568072673087,0.7331460674157304,0.841764705882353,0.5645568072673087,0.848235294117647,0.8059701492537313,0.905982905982906,0.6123798659122648,0.8140470297029703,0.7985294117647059,0.6123798659122648,xgboost,2,0.3,False
0.8870588235294118,0.7202173913043478,0.811965811965812,0.49612901855844693,0.6942640692640693,0.816764705882353,0.49612901855844693,0.85,0.8088235294117647,0.9145299145299145,0.6259698357701573,0.8509615384615385,0.7791176470588235,0.6259698357701573,xgboost,3,0.3,False
0.8829411764705882,0.7379032258064515,0.8290598290598291,0.5218666279527876,0.7083645911477869,0.8267647058823528,0.5218666279527876,0.8841176470588235,0.8059701492537313,0.905982905982906,0.6123798659122648,0.8140470297029703,0.7985294117647059,0.6123798659122648,xgboost,4,0.3,False
0.8423529411764706,0.7486414760520663,0.8547008547008547,0.5113141160159689,0.7231182795698925,0.7929411764705883,0.5113141160159689,0.806470588235294,0.7835155592935241,0.905982905982906,0.5800934436462323,0.8369047619047619,0.7497058823529412,0.5800934436462323,xgboost,5,0.3,False
0.8223529411764706,0.7678571428571428,0.8632478632478633,0.5542710242168943,0.7382608695652174,0.8223529411764705,0.5542710242168943,0.8694117647058823,0.8358585858585859,0.9145299145299145,0.6733525653477366,0.8216970998925885,0.8523529411764705,0.6733525653477366,xgboost,6,0.3,False
0.8470588235294118,0.7678571428571428,0.8632478632478633,0.5542710242168943,0.7382608695652174,0.8223529411764705,0.5542710242168943,0.8129411764705883,0.823432569625463,0.905982905982906,0.650316198689333,0.8043814432989691,0.8473529411764706,0.650316198689333,xgboost,7,0.3,False
0.8452941176470589,0.7913294004664562,0.8888888888888888,0.5858902924686286,0.7742268041237113,0.8129411764705883,0.5858902924686286,0.8082352941176472,0.8279411764705883,0.9145299145299145,0.6558823529411765,0.8279411764705882,0.8279411764705882,0.6558823529411765,xgboost,8,0.3,False
0.9252941176470588,0.9160086145010767,0.9572649572649573,0.8325111808919808,0.9065656565656566,0.9261764705882353,0.8325111808919808,0.9376470588235294,0.9160086145010767,0.9572649572649573,0.8325111808919808,0.9065656565656566,0.9261764705882353,0.8325111808919808,xgboost,9,0.3,False
0.97,0.9655882352941176,0.9829059829059829,0.9311764705882353,0.9655882352941176,0.9655882352941176,0.9311764705882353,0.9529411764705882,0.963799504950495,0.9829059829059829,0.9300816647554058,0.9901960784313726,0.9411764705882353,0.9300816647554058,xgboost,10,0.3,False
0.9741176470588235,0.9655882352941176,0.9829059829059829,0.9311764705882353,0.9655882352941176,0.9655882352941176,0.9311764705882353,0.9752941176470588,0.9823609226594301,0.9914529914529915,0.965327867447905,0.995049504950495,0.9705882352941176,0.965327867447905,xgboost,11,0.3,False
0.9623529411764705,0.949605168700646,0.9743589743589743,0.8997325805913333,0.9393939393939394,0.9605882352941176,0.8997325805913333,0.961764705882353,0.9823609226594301,0.9914529914529915,0.965327867447905,0.995049504950495,0.9705882352941176,0.965327867447905,xgboost,12,0.3,False
0.9611764705882353,0.9655882352941176,0.9829059829059829,0.9311764705882353,0.9655882352941176,0.9655882352941176,0.9311764705882353,0.9629411764705882,0.9823609226594301,0.9914529914529915,0.965327867447905,0.995049504950495,0.9705882352941176,0.965327867447905,xgboost,13,0.3,False
0.9705882352941176,0.949605168700646,0.9743589743589743,0.8997325805913333,0.9393939393939394,0.9605882352941176,0.8997325805913333,0.9464705882352941,0.9823609226594301,0.9914529914529915,0.965327867447905,0.995049504950495,0.9705882352941176,0.965327867447905,xgboost,14,0.3,False
0.8747058823529411,0.7661375661375662,0.8547008547008547,0.5645568072673087,0.7331460674157304,0.841764705882353,0.5645568072673087,0.8194117647058824,0.8228763666947014,0.9230769230769231,0.6600356496610841,0.8833333333333333,0.7841176470588236,0.6600356496610841,xgboost,2,0.5,False
0.8870588235294118,0.7202173913043478,0.811965811965812,0.49612901855844693,0.6942640692640693,0.816764705882353,0.49612901855844693,0.8505882352941176,0.8622371740958789,0.9401709401709402,0.739977855675936,0.9297619047619048,0.818529411764706,0.739977855675936,xgboost,3,0.5,False
0.8829411764705882,0.7379032258064515,0.8290598290598291,0.5218666279527876,0.7083645911477869,0.8267647058823528,0.5218666279527876,0.8541176470588235,0.8088235294117647,0.9145299145299145,0.6259698357701573,0.8509615384615385,0.7791176470588235,0.6259698357701573,xgboost,4,0.5,False
0.8423529411764706,0.7486414760520663,0.8547008547008547,0.5113141160159689,0.7231182795698925,0.7929411764705883,0.5113141160159689,0.821764705882353,0.8088235294117647,0.9145299145299145,0.6259698357701573,0.8509615384615385,0.7791176470588235,0.6259698357701573,xgboost,5,0.5,False
0.8223529411764706,0.7678571428571428,0.8632478632478633,0.5542710242168943,0.7382608695652174,0.8223529411764705,0.5542710242168943,0.8441176470588235,0.8326712219926902,0.9230769230769231,0.6699901182755832,0.8637309292649098,0.8085294117647059,0.6699901182755832,xgboost,6,0.5,False
0.8470588235294118,0.7678571428571428,0.8632478632478633,0.5542710242168943,0.7382608695652174,0.8223529411764705,0.5542710242168943,0.8482352941176471,0.8698553948832035,0.9401709401709402,0.7447173287982173,0.9042995839112344,0.8429411764705883,0.7447173287982173,xgboost,7,0.5,False
0.8452941176470589,0.7913294004664562,0.8888888888888888,0.5858902924686286,0.7742268041237113,0.8129411764705883,0.5858902924686286,0.8652941176470588,0.841248303934871,0.9230769230769231,0.6829694662193928,0.8502475247524752,0.8329411764705883,0.6829694662193928,xgboost,8,0.5,False
