dataset,heuristic,model,method,prefix_length,idx,desired_nr_of_cfs,generated_cfs,time_train,time_test,runtime,distance_l2,distance_mad,distance_j,distance_h,distance_l1j,distance_l2j,distance_mh,distance_l2_min,distance_mad_min,distance_j_min,distance_h_min,distance_l1j_min,distance_l2j_min,distance_mh_min,distance_l2_max,distance_mad_max,distance_j_max,distance_h_max,distance_l1j_max,distance_l2j_max,distance_mh_max,diversity_l2,diversity_mad,diversity_j,diversity_h,diversity_l2j,diversity_mh,diversity_l2_min,diversity_mad_min,diversity_j_min,diversity_h_min,diversity_l2j_min,diversity_mh_min,diversity_l2_max,diversity_mad_max,diversity_j_max,diversity_h_max,diversity_l2j_max,diversity_mh_max,count_diversity_cont,count_diversity_cate,count_diversity_all,avg_nbr_changes_per_cf,avg_nbr_changes,implausibility_sum,implausibility_max_nbr_cf,implausibility_nbr_cf,sat_score
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,1,5,5,0.05518,22.032991,22.088171,0.0,0.0,0.75,0.6,0.7291666666666666,0.7291666666666666,0.5833333333333333,0.0,0.0,0.75,0.6,0.7291666666666666,0.7291666666666666,0.5833333333333333,0.0,0.0,0.75,0.6,0.7291666666666666,0.7291666666666666,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.2916666666666667,0.6,0.12,0.6,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,1,10,10,0.05518,44.688579,44.743759,0.0,0.0,0.7323626373626374,0.5510204081632653,0.7120192307692308,0.7120192307692308,0.5357142857142857,0.0,0.0,0.7083333333333334,0.4857142857142857,0.6886574074074074,0.6886574074074074,0.4722222222222222,0.0,0.0,0.7666666666666667,0.6571428571428571,0.7453703703703705,0.7453703703703705,0.6388888888888888,0.0,0.0,0.6562564688632051,0.5972789115646256,0.6380271225058939,0.5806878306878305,0.0,0.0,0.5625,0.4857142857142857,0.546875,0.4722222222222222,0.0,0.0,0.7575757575757576,0.7142857142857143,0.7365319865319865,0.6944444444444444,0.0,0.12443310657596372,0.12443310657596372,9.642857142857142,0.26785714285714285,3.8571428571428568,0.3857142857142857,0.5510204081632653,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,1,15,15,0.05518,64.838929,64.89410899999999,0.0,0.0,0.7235993927570015,0.5285714285714286,0.7034994096248626,0.7034994096248626,0.5138888888888888,0.0,0.0,0.6818181818181818,0.42857142857142855,0.6628787878787878,0.6628787878787878,0.41666666666666663,0.0,0.0,0.75,0.6,0.7291666666666666,0.7291666666666666,0.5833333333333333,0.0,0.0,0.6160308245695779,0.5346938775510204,0.5989188572204229,0.5198412698412698,0.0,0.0,0.4827586206896552,0.4,0.46934865900383144,0.3888888888888889,0.0,0.0,0.7333333333333333,0.6285714285714286,0.7129629629629629,0.611111111111111,0.0,0.11371527777777778,0.11371527777777778,9.25,0.2569444444444444,4.228571428571428,0.2819047619047618,0.5285714285714285,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,1,20,20,0.05518,88.27263,88.32781,0.0,0.0,0.6972631913541003,0.4805194805194805,0.677894769372042,0.677894769372042,0.4671717171717172,0.0,0.0,0.5,0.2,0.4861111111111111,0.4861111111111111,0.19444444444444445,0.0,0.0,0.7307692307692307,0.5428571428571428,0.7104700854700854,0.7104700854700854,0.5277777777777777,0.0,0.0,0.6700436026719019,0.5735064935064934,0.6514312803754602,0.5575757575757575,0.0,0.0,0.41379310344827586,0.34285714285714286,0.40229885057471265,0.3333333333333333,0.0,0.0,0.7666666666666667,0.6857142857142857,0.7453703703703705,0.6666666666666666,0.0,0.12672176308539945,0.12672176308539945,8.409090909090908,0.2335858585858586,5.285714285714286,0.2642857142857143,0.4805194805194805,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,2,5,5,0.05518,21.554591,21.609771,0.0,0.0,0.7014285714285715,0.39999999999999997,0.6819444444444445,0.6819444444444445,0.38888888888888884,0.0,0.0,0.6428571428571429,0.2571428571428571,0.625,0.625,0.24999999999999997,0.0,0.0,0.76,0.5428571428571428,0.7388888888888889,0.7388888888888889,0.5277777777777777,0.0,0.0,0.8148148148148148,0.6285714285714286,0.7921810699588476,0.611111111111111,0.0,0.0,0.8148148148148148,0.6285714285714286,0.7921810699588476,0.611111111111111,0.0,0.0,0.8148148148148148,0.6285714285714286,0.7921810699588476,0.611111111111111,0.0,0.0763888888888889,0.0763888888888889,7.0,0.19444444444444445,0.7714285714285714,0.15428571428571428,0.3857142857142857,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,2,10,10,0.05518,43.787961,43.843141,0.0,0.0,0.7345714285714285,0.48,0.7141666666666666,0.7141666666666666,0.4666666666666666,0.0,0.0,0.6428571428571429,0.2571428571428571,0.625,0.625,0.24999999999999997,0.0,0.0,0.76,0.5428571428571428,0.7388888888888889,0.7388888888888889,0.5277777777777777,0.0,0.0,0.7000177445839292,0.5799999999999998,0.6805728072343756,0.5638888888888888,0.0,0.0,0.5862068965517241,0.4857142857142857,0.5699233716475095,0.4722222222222222,0.0,0.0,0.8214285714285714,0.6571428571428571,0.798611111111111,0.6388888888888888,0.0,0.11277777777777778,0.11277777777777778,8.4,0.23333333333333334,2.4857142857142858,0.24857142857142858,0.49714285714285716,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,2,15,15,0.05518,66.040758,66.09593799999999,0.0,0.0,0.6728778467908902,0.3214285714285714,0.6541867954911433,0.6541867954911433,0.31249999999999994,0.0,0.0,0.6428571428571429,0.2571428571428571,0.625,0.625,0.24999999999999997,0.0,0.0,0.7391304347826086,0.4857142857142857,0.7185990338164251,0.7185990338164251,0.4722222222222222,0.0,0.0,0.47328720662053997,0.3333333333333333,0.46014033976996943,0.32407407407407407,0.0,0.0,0.06666666666666667,0.02857142857142857,0.06481481481481481,0.027777777777777776,0.0,0.0,0.8148148148148148,0.6285714285714286,0.7921810699588476,0.611111111111111,0.0,0.06076388888888889,0.06076388888888889,5.625,0.15625,1.1714285714285713,0.07809523809523808,0.2928571428571428,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,2,20,20,0.05518,91.54323,91.59840999999999,0.0,0.0,0.7099056776556777,0.4057142857142857,0.6901860754985756,0.6901860754985756,0.39444444444444443,0.0,0.0,0.6428571428571429,0.2571428571428571,0.625,0.625,0.24999999999999997,0.0,0.0,0.7857142857142857,0.6285714285714286,0.7638888888888888,0.7638888888888888,0.611111111111111,0.0,0.0,0.5734273891845576,0.4641269841269843,0.5574988505960976,0.45123456790123473,0.0,0.0,0.0625,0.02857142857142857,0.06076388888888889,0.027777777777777776,0.0,0.0,0.8387096774193549,0.7428571428571429,0.8154121863799283,0.7222222222222222,0.0,0.10152777777777777,0.10152777777777777,7.1,0.19722222222222222,3.8857142857142852,0.19428571428571426,0.3885714285714285,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,3,5,5,0.05518,24.384942,24.440122,0.0,0.0,0.7014285714285715,0.39999999999999997,0.6819444444444445,0.6819444444444445,0.38888888888888884,0.0,0.0,0.6428571428571429,0.2571428571428571,0.625,0.625,0.24999999999999997,0.0,0.0,0.76,0.5428571428571428,0.7388888888888889,0.7388888888888889,0.5277777777777777,0.0,0.0,0.8214285714285714,0.6571428571428571,0.798611111111111,0.6388888888888888,0.0,0.0,0.8214285714285714,0.6571428571428571,0.798611111111111,0.6388888888888888,0.0,0.0,0.8214285714285714,0.6571428571428571,0.798611111111111,0.6388888888888888,0.0,0.0798611111111111,0.0798611111111111,7.0,0.19444444444444445,0.7714285714285714,0.15428571428571428,0.3857142857142857,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,randomForestClassifier,genetic_conformance,0.2,3,10,10,0.05518,46.953861,47.009041,0.0,0.0,0.7104968944099379,0.42142857142857143,0.6907608695652174,0.6907608695652174,0.4097222222222222,0.0,0.0,0.6428571428571429,0.2571428571428571,0.625,0.625,0.24999999999999997,0.0,0.0,0.76,0.5428571428571428,0.7388888888888889,0.7388888888888889,0.5277777777777777,0.0,0.0,0.7439373897707231,0.5619047619047618,0.7232724622770919,0.5462962962962962,0.0,0.0,0.6428571428571429,0.5142857142857142,0.625,0.49999999999999994,0.0,0.0,0.8214285714285714,0.6571428571428571,0.798611111111111,0.6388888888888888,0.0,0.10243055555555555,0.10243055555555555,7.375,0.2048611111111111,1.7428571428571429,0.1742857142857143,0.4357142857142857,1.0
