dataset,heuristic,model,method,prefix_length,idx,desired_nr_of_cfs,generated_cfs,time_train,time_test,runtime,distance_l2,distance_mad,distance_j,distance_h,distance_l1j,distance_l2j,distance_mh,distance_l2_min,distance_mad_min,distance_j_min,distance_h_min,distance_l1j_min,distance_l2j_min,distance_mh_min,distance_l2_max,distance_mad_max,distance_j_max,distance_h_max,distance_l1j_max,distance_l2j_max,distance_mh_max,diversity_l2,diversity_mad,diversity_j,diversity_h,diversity_l2j,diversity_mh,diversity_l2_min,diversity_mad_min,diversity_j_min,diversity_h_min,diversity_l2j_min,diversity_mh_min,diversity_l2_max,diversity_mad_max,diversity_j_max,diversity_h_max,diversity_l2j_max,diversity_mh_max,count_diversity_cont,count_diversity_cate,count_diversity_all,avg_nbr_changes_per_cf,avg_nbr_changes,implausibility_sum,implausibility_max_nbr_cf,implausibility_nbr_cf,sat_score
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,1,5,5,0.018402,1.491842,1.510244,0.1560805604985412,25.868477995569656,0.7042424242424243,0.3789473684210526,0.4578157031642835,0.4578157031642835,10.863490939352209,0.12286774429854119,20.36385267710388,0.6666666666666666,0.3157894736842105,0.4231416202013601,0.4231416202013601,8.561586396454537,0.20834918329854119,34.53137435141128,0.7272727272727273,0.42105263157894735,0.4922079524812175,0.4922079524812175,14.45409532116935,0.04923729019999999,8.160489391067262,0.5854545454545456,0.33684210526315794,0.3474399537187166,3.5484368080865196,0.00031215700000000735,0.05173627298537732,0.0,0.0,0.00012853523529412066,0.021303171229273013,0.08548143899999999,14.1675216743074,0.8181818181818182,0.47368421052631576,0.49241749092513376,6.098391277655988,0.011764705882352941,0.07529411764705882,0.08705882352941176,4.1,0.12058823529411765,95.80353388949484,19.16070677789897,19.16070677789897,0.9
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,1,10,10,0.018402,4.415233,4.433635,0.1839999810985412,30.495786579888232,0.7453030303030304,0.42105263157894735,0.49225756797462217,0.49225756797462217,12.792382709365741,0.12286774429854119,20.36385267710388,0.6666666666666666,0.3157894736842105,0.4231416202013601,0.4231416202013601,8.561586396454537,0.2153542792985412,35.69238486517444,0.8181818181818182,0.47368421052631576,0.5458945428127684,0.5458945428127684,14.96157023860124,0.04264730506666667,7.068278516963193,0.7035016835016835,0.41403508771929814,0.41069394874898,3.141840173651511,0.00031215700000000735,0.05173627298537732,0.0,0.0,0.00012853523529412066,0.021303171229273013,0.09248653500000001,15.32853218807056,0.8333333333333334,0.5263157894736842,0.5037689653921569,6.605866195087877,0.013235294117647059,0.10411764705882352,0.11735294117647059,4.5,0.1323529411764706,225.81382909280526,22.581382909280528,22.581382909280528,0.85
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,1,15,15,0.018402,6.96039,6.978792,0.16808628823187452,27.858283149385954,0.7695959595959596,0.4385964912280702,0.4992803313991022,0.4992803313991022,11.716155806609901,0.07573812129854118,12.552683806228451,0.6666666666666666,0.3157894736842105,0.4037353048484189,0.4037353048484189,5.345222743741127,0.2154447582985412,35.707380672551636,0.8181818181818182,0.47368421052631576,0.5459317988715919,0.5459317988715919,14.967744982815379,0.052066078114285715,8.629327007238672,0.725959595959596,0.425062656641604,0.4271222769656566,3.7907873111038786,0.00031215700000000735,0.05173627298537732,0.0,0.0,0.00012853523529412066,0.021303171229273013,0.13970663700000002,23.154696866323185,0.8333333333333334,0.5263157894736842,0.5232125368039215,9.82840459201543,0.012941176470588235,0.10405228758169935,0.11699346405228758,4.666666666666667,0.13725490196078433,309.6386420112187,20.642576134081246,20.642576134081246,0.7833333333333333
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,1,20,20,0.018402,9.868133,9.886535,0.17623555076868708,29.20892552240348,0.7749242424242424,0.4473684210526315,0.505613479906536,0.505613479906536,12.27720462687202,0.07573812129854118,12.552683806228451,0.6666666666666666,0.3157894736842105,0.4037353048484189,0.4037353048484189,5.345222743741127,0.2154447582985412,35.707380672551636,0.8181818181818182,0.47368421052631576,0.5459317988715919,0.5459317988715919,14.967744982815379,0.07708132661052632,12.775303951527995,0.7196491228070176,0.42714681440443214,0.43389623252590304,5.499118964561063,4.285899999999926e-05,0.007103364409192157,0.0,0.0,1.764782352941146e-05,0.002924914756726182,0.377384569,62.546959005412354,0.8333333333333334,0.5263157894736842,0.6210799205686275,26.048747825758024,0.010404411764705883,0.08466911764705883,0.09507352941176471,4.75,0.13970588235294118,432.8018941251704,21.64009470625852,21.64009470625852,0.775
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,2,5,5,0.018402,1.530389,1.548791,1.333585428311877,13.295295873916,0.7263636363636363,0.42105263157894735,1.175644838667271,0.9550325025669226,5.709827712788941,1.0014703317759617,3.20777414254555,0.7,0.3684210526315789,0.8252785120405333,0.8035466072018665,1.5267305292834616,1.4175203652220802,18.038082194876804,0.75,0.47368421052631576,1.2824925782170038,1.002802503326739,7.692151492008096,0.8995478195215663,8.531207669167056,0.548030303030303,0.3263157894736842,0.6766542714964024,3.6952031578923172,0.00031215700000000735,0.05173627298537732,0.08333333333333333,0.05263157894736842,0.04669716268627452,0.050714935935155366,1.7326873043527269,16.830308052331254,0.8181818181818182,0.47368421052631576,1.170678729599786,7.194832727430517,0.02588235294117647,0.07294117647058823,0.0988235294117647,5.4,0.1588235294117647,94.4981436770804,18.89962873541608,18.89962873541608,0.95
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,2,10,10,0.018402,4.93809,4.956492,1.3739259823668835,8.489885494580625,0.7290909090909091,0.42631578947368415,1.2061582165067581,0.9731673831136365,3.734070497768492,1.0014703317759617,2.000000007361971,0.7,0.3684210526315789,0.8252785120405333,0.8035466072018665,1.029411767737282,1.4175203652220802,18.038082194876804,0.75,0.47368421052631576,1.2824925782170038,1.002802503326739,7.692151492008096,0.8950821868631146,8.799850041023314,0.5976094276094277,0.3567251461988304,0.7025214629606685,3.8228140691795343,0.00031215700000000735,0.05173627298537732,0.0,0.0,0.00012853523529412066,0.021303171229273013,1.7329001198661953,18.038082202238776,0.8333333333333334,0.5263157894736842,1.1792333826900019,7.721563259745378,0.029411764705882353,0.08970588235294118,0.11911764705882352,5.5,0.16176470588235295,225.90595941219036,22.590595941219036,22.590595941219036,0.9
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,2,15,15,0.018402,6.631368,6.64977,1.296452801417354,10.694435512294401,0.7597202797202798,0.44912280701754387,1.1878236559753708,0.9583830745449491,4.654571485454557,4.4419332795309074e-11,7.361970826623717e-09,0.7,0.3684210526315789,0.3911764706065256,0.3911764706065256,0.2058823559725762,1.464786560411759,65.2415132048414,0.9230769230769231,0.631578947368421,1.4964857343482254,1.1189845113007695,27.21709367258175,0.9167341451907595,14.570522488480036,0.6826418026418025,0.4150375939849624,0.7589550671430847,6.2315596801304345,0.00031215700000000735,0.05173627298537732,0.0,0.0,0.00012853523529412066,0.021303171229273013,1.7329001198661953,65.24151321220337,0.9230769230769231,0.631578947368421,1.2293842122525964,27.21709367561315,0.028104575163398694,0.0992156862745098,0.1273202614379085,5.666666666666667,0.16666666666666666,353.41988400571546,23.561325600381032,23.561325600381032,0.8333333333333334
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,2,20,20,0.018402,10.653334,10.671736,1.3759036758614962,8.95805828285862,0.7668181818181818,0.4499999999999999,1.2284042475113461,0.9950646151943059,3.940082822353549,1.0000171545429863,1.9707971615186712,0.7,0.3684210526315789,0.8053530556875921,0.8029482401059356,1.017387066507688,1.464786560411759,65.2415132048414,0.9090909090909091,0.5263157894736842,1.4886700206501589,1.111168797602703,27.158270143169986,0.7694202298659076,11.71339487412272,0.6831259968102075,0.40803324099723,0.6985669752210779,5.051181171078395,4.285899999999926e-05,0.007103364409192157,0.0,0.0,1.764782352941146e-05,0.002924914756726182,1.7723328929045172,65.27071604332272,0.9090909090909091,0.5263157894736842,1.23780552274678,27.17029484136818,0.022720588235294117,0.07875,0.10147058823529412,5.725,0.16838235294117648,483.15811393664217,24.15790569683211,24.15790569683211,0.8125
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,3,5,5,0.018402,1.67472,1.693122,1.4155088432315992,9.203630417900364,0.7087878787878787,0.3894736842105263,1.2375136833704874,0.9789439265356494,4.00737723090015,1.4142135623730951,2.000000007361971,0.6666666666666666,0.3157894736842105,1.1960784313908392,0.9548722511732353,1.0000000030313998,1.4175203652220802,18.038082194876804,0.75,0.47368421052631576,1.2824925782170038,1.002802503326739,7.692151492008096,0.8655531333203518,10.424348738295915,0.3612121212121212,0.21578947368421053,0.5582580638092713,4.412967127533611,0.004734755000000007,0.7847287653292248,0.0,0.0,0.001949605000000003,0.32312360925321015,1.4175203652251125,18.038082202238776,0.5454545454545454,0.3157894736842105,0.8884976904937628,7.603916200921849,0.02588235294117647,0.04823529411764706,0.07411764705882352,5.2,0.15294117647058825,111.03253442615897,22.206506885231796,22.206506885231796,1.0
BPIC15_1_f2,heuristic_2,randomForestClassifier,genetic,0.2,3,10,10,0.018402,4.868379,4.886781,1.3754141020557324,13.191243143363142,0.7517715617715618,0.43684210526315786,1.230512900740064,0.9864546206599979,5.675806000208352,1.0098595278987874,2.000000007361971,0.6666666666666666,0.3157894736842105,0.8422779501777882,0.7883735310955791,1.0000000030313998,1.4182635508436936,24.330979594512627,0.8181818181818182,0.5263157894736842,1.3248507577303728,1.0412101252137136,10.312756303622846,0.7719171597996418,10.325968008265251,0.6184459984459983,0.3801169590643276,0.6634504178726163,4.4642874805275214,0.00031215700000000735,0.05173627298537732,0.0,0.0,0.00012853523529412066,0.021303171229273013,1.7361709032139923,24.3309796018746,0.8461538461538461,0.5789473684210527,1.1877445800564401,10.34216807136013,0.02823529411764706,0.09558823529411764,0.12382352941176471,5.6,0.16470588235294117,191.31977839900063,19.131977839900063,19.131977839900063,0.9
