Initial Auc,Initial F1_score,Initial Accuracy,Initial Mcc,Initial Precision,Initial Recall,Initial Loss,Augmented Auc,Augmented F1_score,Augmented Accuracy,Augmented Mcc,Augmented Precision,Augmented Recall,Augmented Loss,Model,Prefix Length,Augmentation Factor,Simulation
0.7736002834868888,0.6577371690338965,0.8463356973995272,0.41881681691966477,0.8462507266033714,0.6266477675407512,0.41881681691966477,0.7858256555634302,0.6930589424849818,0.8557919621749409,0.46645531701668114,0.850263746803069,0.655297661233168,0.46645531701668114,xgboost,3,0.3,False
0.7736002834868888,0.6577371690338965,0.8463356973995272,0.41881681691966477,0.8462507266033714,0.6266477675407512,0.41881681691966477,0.7856839121190645,0.6986924869309058,0.8605200945626478,0.48962623738720873,0.8787531806615776,0.6582388377037562,0.48962623738720873,xgboost,3,0.5,False
0.7736002834868888,0.6577371690338965,0.8463356973995272,0.41881681691966477,0.8462507266033714,0.6266477675407512,0.41881681691966477,0.7909638554216867,0.6940981798124655,0.8605200945626478,0.4909794890710306,0.892133815551537,0.6536853295535081,0.4909794890710306,xgboost,3,0.7,False
0.7577250177179305,0.6603980147917478,0.8439716312056738,0.40775952059070314,0.8204095921582356,0.6297306874557052,0.40775952059070314,0.7832034018426647,0.6677218529070381,0.8416075650118203,0.40130726323757615,0.7930969302888251,0.6373671155209072,0.40130726323757615,xgboost,5,0.3,False
0.7577250177179305,0.6603980147917478,0.8439716312056738,0.40775952059070314,0.8204095921582356,0.6297306874557052,0.40775952059070314,0.7677533664068037,0.6501070455430129,0.8392434988179669,0.3842028042277057,0.8018991773148958,0.6222360028348689,0.3842028042277057,xgboost,5,0.5,False
0.7577250177179305,0.6603980147917478,0.8439716312056738,0.40775952059070314,0.8204095921582356,0.6297306874557052,0.40775952059070314,0.7689227498228206,0.6651611100763644,0.8392434988179669,0.39180229382851506,0.78240058910162,0.6358965272856131,0.39180229382851506,xgboost,5,0.7,False
0.7583274273564847,0.6357432041642568,0.8416075650118203,0.393640248967463,0.8520176830650645,0.6100460666194188,0.393640248967463,0.7722537207654147,0.6603980147917478,0.8439716312056738,0.40775952059070314,0.8204095921582356,0.6297306874557052,0.40775952059070314,xgboost,7,0.3,False
0.7583274273564847,0.6357432041642568,0.8416075650118203,0.393640248967463,0.8520176830650645,0.6100460666194188,0.393640248967463,0.7433026222537207,0.6415843587570979,0.8416075650118203,0.3934589583194551,0.8377192982456141,0.6145995747696669,0.3934589583194551,xgboost,7,0.5,False
0.7583274273564847,0.6357432041642568,0.8416075650118203,0.393640248967463,0.8520176830650645,0.6100460666194188,0.393640248967463,0.7850460666194188,0.6366748409744439,0.8368794326241135,0.36924784278507655,0.8052702964541756,0.6116583982990786,0.36924784278507655,xgboost,7,0.7,False
0.7638908575478385,0.6466165413533834,0.8463356973995272,0.4204491082998148,0.8759918385853548,0.6175407512402551,0.4204491082998148,0.8037207654145997,0.6629895201323772,0.8463356973995272,0.41914954076216066,0.834764918625678,0.6312012756909993,0.41914954076216066,xgboost,9,0.3,False
0.7638908575478385,0.6466165413533834,0.8463356973995272,0.4204491082998148,0.8759918385853548,0.6175407512402551,0.4204491082998148,0.780474840538625,0.6680510449238792,0.8463356973995272,0.42005556274334266,0.8249363867684478,0.6357547838412473,0.42005556274334266,xgboost,9,0.5,False
0.7638908575478385,0.6466165413533834,0.8463356973995272,0.4204491082998148,0.8759918385853548,0.6175407512402551,0.4204491082998148,0.7899362154500355,0.6755823986194996,0.8486997635933806,0.4321118356490905,0.8292462146148782,0.6417788802267895,0.4321118356490905,xgboost,9,0.7,False
0.781963146704465,0.6407244312613519,0.8463356973995272,0.42283447687597736,0.8955955334987593,0.6129872430900071,0.42283447687597736,0.7942948263642806,0.6989669421487603,0.8534278959810875,0.4580637704020148,0.8219437053633945,0.6629340892983699,0.4580637704020148,xgboost,11,0.3,False
0.781963146704465,0.6407244312613519,0.8463356973995272,0.42283447687597736,0.8955955334987593,0.6129872430900071,0.42283447687597736,0.8159815733522324,0.7213020008553628,0.8652482269503546,0.5106340774083372,0.8633720930232558,0.6793940467753367,0.5106340774083372,xgboost,11,0.5,False
0.781963146704465,0.6407244312613519,0.8463356973995272,0.42283447687597736,0.8955955334987593,0.6129872430900071,0.42283447687597736,0.7776399716513112,0.6755823986194996,0.8486997635933806,0.4321118356490905,0.8292462146148782,0.6417788802267895,0.4321118356490905,xgboost,11,0.7,False
0.7958540042523032,0.6407244312613519,0.8463356973995272,0.42283447687597736,0.8955955334987593,0.6129872430900071,0.42283447687597736,0.7558823529411764,0.6603980147917478,0.8439716312056738,0.40775952059070314,0.8204095921582356,0.6297306874557052,0.40775952059070314,xgboost,12,0.3,False
0.7958540042523032,0.6407244312613519,0.8463356973995272,0.42283447687597736,0.8955955334987593,0.6129872430900071,0.42283447687597736,0.781963146704465,0.6440846506884244,0.8439716312056738,0.40656986079337387,0.8560326086956522,0.616070163004961,0.40656986079337387,xgboost,12,0.5,False
0.7958540042523032,0.6407244312613519,0.8463356973995272,0.42283447687597736,0.8955955334987593,0.6129872430900071,0.42283447687597736,0.7775336640680369,0.6654443485763588,0.8439716312056738,0.40926963288983464,0.8118416721527321,0.6342841956059532,0.40926963288983464,xgboost,12,0.7,False
0.8013111268603827,0.6440846506884244,0.8439716312056738,0.40656986079337387,0.8560326086956522,0.616070163004961,0.40656986079337387,0.7906803685329553,0.6682683330636227,0.851063829787234,0.44360130398695885,0.8667409416779694,0.6341424521615875,0.44360130398695885,xgboost,14,0.3,False
