Initial Auc,Initial F1_score,Initial Accuracy,Initial Mcc,Initial Precision,Initial Recall,Initial Loss,Augmented Auc,Augmented F1_score,Augmented Accuracy,Augmented Mcc,Augmented Precision,Augmented Recall,Augmented Loss,Model,Prefix Length,Augmentation Factor,Simulation
0.914397293856065,0.8307428896682152,0.8589211618257261,0.6640368663134016,0.8213840565516997,0.8430046939434827,0.6640368663134016,0.8912458904239752,0.8083885464077893,0.8409405255878285,0.6186798382489883,0.8005336322869956,0.8184042492541002,0.6186798382489883,xgboost,3,0.3,True
0.914397293856065,0.8307428896682152,0.8589211618257261,0.6640368663134016,0.8213840565516997,0.8430046939434827,0.6640368663134016,0.8837441325706468,0.8149278319161608,0.8603042876901799,0.6377744792540676,0.8424079754601227,0.7969821934208776,0.6377744792540676,xgboost,3,0.5,True
0.914397293856065,0.8307428896682152,0.8589211618257261,0.6640368663134016,0.8213840565516997,0.8430046939434827,0.6640368663134016,0.8308374983371657,0.7302604802604802,0.8174273858921162,0.5086624749604046,0.8177369123535518,0.7035784192622717,0.5086624749604046,xgboost,3,0.7,True
0.914397293856065,0.8307428896682152,0.8589211618257261,0.6640368663134016,0.8213840565516997,0.8430046939434827,0.6640368663134016,0.9135706276961668,0.8485325356147565,0.8810511756569848,0.6983625249313586,0.8584279449750706,0.8401731247980844,0.6983625249313586,xgboost,3,0.3,False
0.914397293856065,0.8307428896682152,0.8589211618257261,0.6640368663134016,0.8213840565516997,0.8430046939434827,0.6640368663134016,0.9108530814693754,0.84374397241078,0.8713692946058091,0.688525567350596,0.8370384874592448,0.8516419300279356,0.688525567350596,xgboost,3,0.5,False
0.926151156382433,0.8482857971438205,0.8769017980636238,0.6966906976338165,0.8457757555330861,0.8509340377415862,0.6966906976338165,0.8395555006556318,0.7592230820263641,0.8243430152143845,0.5349425751679805,0.799725569741081,0.738687976283233,0.5349425751679805,xgboost,4,0.3,True
0.914397293856065,0.8307428896682152,0.8589211618257261,0.6640368663134016,0.8213840565516997,0.8430046939434827,0.6640368663134016,0.9104587522091941,0.8399990582917412,0.8699861687413555,0.6801671117221514,0.8370892457057506,0.8431044639972635,0.6801671117221514,xgboost,3,0.7,False
0.926151156382433,0.8482857971438205,0.8769017980636238,0.6966906976338165,0.8457757555330861,0.8509340377415862,0.6966906976338165,0.9078219722164156,0.8231409001956946,0.8533886583679114,0.6480502068861266,0.8151939364514215,0.8331037038444727,0.6480502068861266,xgboost,4,0.3,False
0.926151156382433,0.8482857971438205,0.8769017980636238,0.6966906976338165,0.8457757555330861,0.8509340377415862,0.6966906976338165,0.8990137017540526,0.8156317735560372,0.8450899031811895,0.635110300205907,0.8052312311257813,0.8303766557077973,0.635110300205907,xgboost,4,0.5,False
0.926151156382433,0.8482857971438205,0.8769017980636238,0.6966906976338165,0.8457757555330861,0.8509340377415862,0.6966906976338165,0.8678379354250204,0.7927543388454636,0.8354080221300139,0.5858773642974452,0.7971355948773096,0.7888010490108512,0.5858773642974452,xgboost,4,0.5,True
0.926151156382433,0.8482857971438205,0.8769017980636238,0.6966906976338165,0.8457757555330861,0.8509340377415862,0.6966906976338165,0.8937116360388438,0.8040926832873141,0.8326417704011065,0.615749636443426,0.7918580821449919,0.8247705288763041,0.615749636443426,xgboost,4,0.7,False
0.9274909256760608,0.8490238927738927,0.8810511756569848,0.6990356369444458,0.8575263471863193,0.8416886794245644,0.6990356369444458,0.9193477889055699,0.8455128205128205,0.8782849239280774,0.6920083459890671,0.8539321932789818,0.8382537390015393,0.6920083459890671,xgboost,5,0.3,False
0.926151156382433,0.8482857971438205,0.8769017980636238,0.6966906976338165,0.8457757555330861,0.8509340377415862,0.6966906976338165,0.876342144771099,0.7914804980772752,0.8257261410788381,0.585771596051144,0.7828282828282829,0.8033009634936622,0.585771596051144,xgboost,4,0.7,True
0.9274909256760608,0.8490238927738927,0.8810511756569848,0.6990356369444458,0.8575263471863193,0.8416886794245644,0.6990356369444458,0.9128579844548754,0.8346387229275579,0.8644536652835408,0.6699377525811949,0.8292556414446506,0.8407812470306532,0.6699377525811949,xgboost,5,0.5,False
0.9274909256760608,0.8490238927738927,0.8810511756569848,0.6990356369444458,0.8575263471863193,0.8416886794245644,0.6990356369444458,0.9128484825449915,0.847514575580902,0.8796680497925311,0.6958763757443538,0.855299922715653,0.8407289865262918,0.6958763757443538,xgboost,5,0.7,False
0.9274909256760608,0.8490238927738927,0.8810511756569848,0.6990356369444458,0.8575263471863193,0.8416886794245644,0.6990356369444458,0.8918777674312537,0.807893659650559,0.8464730290456431,0.6159025466384667,0.8103491536546292,0.805571919955911,0.6159025466384667,xgboost,5,0.3,True
0.9236996636323901,0.8530089455136893,0.8838174273858921,0.7067434281893065,0.8602350153056186,0.8466391744740693,0.7067434281893065,0.9127819691758043,0.8369983394140676,0.8713692946058091,0.6748306709144714,0.8445544260151001,0.8304241652572166,0.6748306709144714,xgboost,6,0.3,False
0.9236996636323901,0.8530089455136893,0.8838174273858921,0.7067434281893065,0.8602350153056186,0.8466391744740693,0.7067434281893065,0.9180840348910131,0.8435038292884017,0.8769017980636238,0.6881359032217729,0.8525620560300105,0.8357784914767868,0.6881359032217729,xgboost,6,0.5,False
0.9274909256760608,0.8490238927738927,0.8810511756569848,0.6990356369444458,0.8575263471863193,0.8416886794245644,0.6990356369444458,0.8699711141939529,0.7857880981343868,0.8298755186721992,0.5719407539668847,0.7900674552742204,0.7819311681648011,0.5719407539668847,xgboost,5,0.5,True
